#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P35439	uniprotkb:Q460M5	intact:EBI-877897|dip:DIP-674N|uniprotkb:Q62646	intact:EBI-877185	psi-mi:nmdz1_rat(display_long)|uniprotkb:Grin1(gene name)|psi-mi:Grin1(display_short)|uniprotkb:Nmdar1(gene name synonym)|uniprotkb:Glutamate [NMDA] receptor subunit zeta-1(gene name synonym)|uniprotkb:N-methyl-D-aspartate receptor subunit NR1(gene name synonym)	psi-mi:lrfn2_rat(display_long)|uniprotkb:Salm1(gene name synonym)|uniprotkb:Lrfn2(gene name)|psi-mi:Lrfn2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Wang et al. (2006)	pubmed:16495444|imex:IM-19403	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-877894|imex:IM-19403-18	intact-miscore:0.40
uniprotkb:Q00960	uniprotkb:Q460M5	intact:EBI-396905|uniprotkb:Q62684	intact:EBI-877185	psi-mi:nmde2_rat(display_long)|uniprotkb:Grin2b(gene name)|psi-mi:Grin2b(display_short)|uniprotkb:Glutamate [NMDA] receptor subunit epsilon-2(gene name synonym)|uniprotkb:N-methyl D-aspartate receptor subtype 2B(gene name synonym)	psi-mi:lrfn2_rat(display_long)|uniprotkb:Salm1(gene name synonym)|uniprotkb:Lrfn2(gene name)|psi-mi:Lrfn2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Wang et al. (2006)	pubmed:16495444|imex:IM-19403	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-877953|imex:IM-19403-19	intact-miscore:0.40
uniprotkb:Q460M5	uniprotkb:Q8CGM3	intact:EBI-877185	intact:EBI-877440	psi-mi:lrfn2_rat(display_long)|uniprotkb:Salm1(gene name synonym)|uniprotkb:Lrfn2(gene name)|psi-mi:Lrfn2(display_short)	psi-mi:q8cgm3_rat(display_long)|uniprotkb:GRIN2A(gene name)|psi-mi:GRIN2A(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Wang et al. (2006)	pubmed:16495444|imex:IM-19403	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-877957|imex:IM-19403-20	intact-miscore:0.40
uniprotkb:Q460M5	uniprotkb:Q8CGM3	intact:EBI-877185	intact:EBI-877440	psi-mi:lrfn2_rat(display_long)|uniprotkb:Salm1(gene name synonym)|uniprotkb:Lrfn2(gene name)|psi-mi:Lrfn2(display_short)	psi-mi:q8cgm3_rat(display_long)|uniprotkb:GRIN2A(gene name)|psi-mi:GRIN2A(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Wang et al. (2006)	pubmed:16495444|imex:IM-19403	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-877961|imex:IM-19403-21	intact-miscore:0.40
uniprotkb:Q00960	uniprotkb:Q460M5	intact:EBI-396905|uniprotkb:Q62684	intact:EBI-877185	psi-mi:nmde2_rat(display_long)|uniprotkb:Grin2b(gene name)|psi-mi:Grin2b(display_short)|uniprotkb:Glutamate [NMDA] receptor subunit epsilon-2(gene name synonym)|uniprotkb:N-methyl D-aspartate receptor subtype 2B(gene name synonym)	psi-mi:lrfn2_rat(display_long)|uniprotkb:Salm1(gene name synonym)|uniprotkb:Lrfn2(gene name)|psi-mi:Lrfn2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Wang et al. (2006)	pubmed:16495444|imex:IM-19403	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-877964|imex:IM-19403-22	intact-miscore:0.40
uniprotkb:Q460M5	uniprotkb:P35439	intact:EBI-877185	intact:EBI-877897|dip:DIP-674N|uniprotkb:Q62646	psi-mi:lrfn2_rat(display_long)|uniprotkb:Salm1(gene name synonym)|uniprotkb:Lrfn2(gene name)|psi-mi:Lrfn2(display_short)	psi-mi:nmdz1_rat(display_long)|uniprotkb:Grin1(gene name)|psi-mi:Grin1(display_short)|uniprotkb:Nmdar1(gene name synonym)|uniprotkb:Glutamate [NMDA] receptor subunit zeta-1(gene name synonym)|uniprotkb:N-methyl-D-aspartate receptor subunit NR1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Wang et al. (2006)	pubmed:16495444|imex:IM-19403	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-877969|imex:IM-19403-23	intact-miscore:0.40
uniprotkb:P31016	uniprotkb:Q460M5	intact:EBI-375655|dip:DIP-29264N|uniprotkb:P97631	intact:EBI-877185	psi-mi:dlg4_rat(display_long)|uniprotkb:Dlg4(gene name)|psi-mi:Dlg4(display_short)|uniprotkb:Dlgh4(gene name synonym)|uniprotkb:Postsynaptic density protein 95(gene name synonym)|uniprotkb:Synapse-associated protein 90(gene name synonym)|uniprotkb:Psd95(gene name synonym)	psi-mi:lrfn2_rat(display_long)|uniprotkb:Salm1(gene name synonym)|uniprotkb:Lrfn2(gene name)|psi-mi:Lrfn2(display_short)	psi-mi:"MI:0416"(fluorescence microscopy)	Wang et al. (2006)	pubmed:16495444|imex:IM-19403	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-877347|imex:IM-19403-14	intact-miscore:0.46
uniprotkb:Q80TG9	uniprotkb:P31016	intact:EBI-877092|uniprotkb:Q9CYK3|uniprotkb:B9EIF8	intact:EBI-375655|dip:DIP-29264N|uniprotkb:P97631	psi-mi:lrfn2_mouse(display_long)|uniprotkb:Lrfn2(gene name)|psi-mi:Lrfn2(display_short)|uniprotkb:Kiaa1246(gene name synonym)|uniprotkb:Salm1(gene name synonym)	psi-mi:dlg4_rat(display_long)|uniprotkb:Dlg4(gene name)|psi-mi:Dlg4(display_short)|uniprotkb:Dlgh4(gene name synonym)|uniprotkb:Postsynaptic density protein 95(gene name synonym)|uniprotkb:Synapse-associated protein 90(gene name synonym)|uniprotkb:Psd95(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Wang et al. (2006)	pubmed:16495444|imex:IM-19403	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-877394|imex:IM-19403-15	intact-miscore:0.27
uniprotkb:Q8CGM3	uniprotkb:Q80TG9	intact:EBI-877440	intact:EBI-877092|uniprotkb:Q9CYK3|uniprotkb:B9EIF8	psi-mi:q8cgm3_rat(display_long)|uniprotkb:GRIN2A(gene name)|psi-mi:GRIN2A(display_short)	psi-mi:lrfn2_mouse(display_long)|uniprotkb:Lrfn2(gene name)|psi-mi:Lrfn2(display_short)|uniprotkb:Kiaa1246(gene name synonym)|uniprotkb:Salm1(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Wang et al. (2006)	pubmed:16495444|imex:IM-19403	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-877435|imex:IM-19403-16	intact-miscore:0.27
uniprotkb:Q8CGM3	uniprotkb:Q80TG9	intact:EBI-877440	intact:EBI-877092|uniprotkb:Q9CYK3|uniprotkb:B9EIF8	psi-mi:q8cgm3_rat(display_long)|uniprotkb:GRIN2A(gene name)|psi-mi:GRIN2A(display_short)	psi-mi:lrfn2_mouse(display_long)|uniprotkb:Lrfn2(gene name)|psi-mi:Lrfn2(display_short)|uniprotkb:Kiaa1246(gene name synonym)|uniprotkb:Salm1(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Wang et al. (2006)	pubmed:16495444|imex:IM-19403	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-877455|imex:IM-19403-17	author score:"Area of co-loaclisation of full length SALM1 and NR2A-GFP was 48.4 +/- 9.6% and NR2A-GFP total 56.5 +/- 10.4%. Colocalisation of SALM1-myc (1-784)and NR2A-GFP was 18.0 +/- 6.0% and total NR2A-GFP 29.9 +/- 10.4%."|intact-miscore:0.27
uniprotkb:Q9NQT8	uniprotkb:Q12959-2	intact:EBI-766408|intact:EBI-11144050|uniprotkb:O75134|uniprotkb:Q9BYJ6|uniprotkb:B4DGY5|uniprotkb:B5MC45|uniprotkb:F8VPJ2	intact:EBI-357500|intact:EBI-7915005|intact:EBI-7915073|intact:EBI-7915143|intact:EBI-7915210|intact:EBI-7915398|intact:EBI-7914769|intact:MINT-107714|intact:EBI-7914861|intact:EBI-7915314|intact:EBI-7914914	psi-mi:ki13b_human(display_long)|uniprotkb:KIF13B(gene name)|psi-mi:KIF13B(display_short)|uniprotkb:GAKIN(gene name synonym)|uniprotkb:KIAA0639(gene name synonym)|uniprotkb:Kinesin-like protein GAKIN(gene name synonym)	psi-mi:q12959-2(display_long)|uniprotkb:DLG1(gene name)|psi-mi:DLG1(display_short)|uniprotkb:Synapse-associated protein 97(gene name synonym)|uniprotkb:hDlg(gene name synonym)	psi-mi:"MI:0096"(pull down)	Hanada et al. (2000)	pubmed:10859302	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-874697	intact-miscore:0.40
uniprotkb:Q12959-2	uniprotkb:Q9NQT8	intact:EBI-357500|intact:EBI-7915005|intact:EBI-7915073|intact:EBI-7915143|intact:EBI-7915210|intact:EBI-7915398|intact:EBI-7914769|intact:MINT-107714|intact:EBI-7914861|intact:EBI-7915314|intact:EBI-7914914	intact:EBI-766408|intact:EBI-11144050|uniprotkb:O75134|uniprotkb:Q9BYJ6|uniprotkb:B4DGY5|uniprotkb:B5MC45|uniprotkb:F8VPJ2	psi-mi:q12959-2(display_long)|uniprotkb:DLG1(gene name)|psi-mi:DLG1(display_short)|uniprotkb:Synapse-associated protein 97(gene name synonym)|uniprotkb:hDlg(gene name synonym)	psi-mi:ki13b_human(display_long)|uniprotkb:KIF13B(gene name)|psi-mi:KIF13B(display_short)|uniprotkb:GAKIN(gene name synonym)|uniprotkb:KIAA0639(gene name synonym)|uniprotkb:Kinesin-like protein GAKIN(gene name synonym)	psi-mi:"MI:0096"(pull down)	Hanada et al. (2000)	pubmed:10859302	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-874715	intact-miscore:0.40
uniprotkb:Q12959	uniprotkb:Q9NQT8	intact:EBI-357481|uniprotkb:Q12958|uniprotkb:A5YKK7|uniprotkb:B7ZMM0|uniprotkb:B9EIQ5|uniprotkb:B4DGU1|uniprotkb:B4DGZ8|uniprotkb:E7EWL7|uniprotkb:E9PG21|uniprotkb:D3DXB8|uniprotkb:D3DXB9	intact:EBI-766408|intact:EBI-11144050|uniprotkb:O75134|uniprotkb:Q9BYJ6|uniprotkb:B4DGY5|uniprotkb:B5MC45|uniprotkb:F8VPJ2	psi-mi:dlg1_human(display_long)|uniprotkb:Synapse-associated protein 97(gene name synonym)|uniprotkb:hDlg(gene name synonym)|uniprotkb:DLG1(gene name)|psi-mi:DLG1(display_short)	psi-mi:ki13b_human(display_long)|uniprotkb:KIF13B(gene name)|psi-mi:KIF13B(display_short)|uniprotkb:GAKIN(gene name synonym)|uniprotkb:KIAA0639(gene name synonym)|uniprotkb:Kinesin-like protein GAKIN(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Hanada et al. (2000)	pubmed:10859302	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-874729	intact-miscore:0.40
uniprotkb:Q12959-2	uniprotkb:Q9NQT8	intact:EBI-357500|intact:EBI-7915005|intact:EBI-7915073|intact:EBI-7915143|intact:EBI-7915210|intact:EBI-7915398|intact:EBI-7914769|intact:MINT-107714|intact:EBI-7914861|intact:EBI-7915314|intact:EBI-7914914	intact:EBI-766408|intact:EBI-11144050|uniprotkb:O75134|uniprotkb:Q9BYJ6|uniprotkb:B4DGY5|uniprotkb:B5MC45|uniprotkb:F8VPJ2	psi-mi:q12959-2(display_long)|uniprotkb:DLG1(gene name)|psi-mi:DLG1(display_short)|uniprotkb:Synapse-associated protein 97(gene name synonym)|uniprotkb:hDlg(gene name synonym)	psi-mi:ki13b_human(display_long)|uniprotkb:KIF13B(gene name)|psi-mi:KIF13B(display_short)|uniprotkb:GAKIN(gene name synonym)|uniprotkb:KIAA0639(gene name synonym)|uniprotkb:Kinesin-like protein GAKIN(gene name synonym)	psi-mi:"MI:0096"(pull down)	Hanada et al. (2000)	pubmed:10859302	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-874744	intact-miscore:0.40
uniprotkb:P78352-2	uniprotkb:Q9NQT8	intact:EBI-631152	intact:EBI-766408|intact:EBI-11144050|uniprotkb:O75134|uniprotkb:Q9BYJ6|uniprotkb:B4DGY5|uniprotkb:B5MC45|uniprotkb:F8VPJ2	psi-mi:p78352-2(display_long)|uniprotkb:DLG4(gene name)|psi-mi:DLG4(display_short)|uniprotkb:Postsynaptic density protein 95(gene name synonym)|uniprotkb:Synapse-associated protein 90(gene name synonym)|uniprotkb:PSD95(gene name synonym)|uniprotkb:PSD95-beta(isoform synonym)	psi-mi:ki13b_human(display_long)|uniprotkb:KIF13B(gene name)|psi-mi:KIF13B(display_short)|uniprotkb:GAKIN(gene name synonym)|uniprotkb:KIAA0639(gene name synonym)|uniprotkb:Kinesin-like protein GAKIN(gene name synonym)	psi-mi:"MI:0096"(pull down)	Hanada et al. (2000)	pubmed:10859302	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-874764	intact-miscore:0.40
uniprotkb:P04626	uniprotkb:P00533	intact:EBI-641062|uniprotkb:Q14256|uniprotkb:Q6LDV1|uniprotkb:Q9UMK4|uniprotkb:B2RZG3|uniprotkb:X5D2V5|uniprotkb:B4DHN3	intact:EBI-297353|dip:DIP-405N|uniprotkb:Q9BZS2|uniprotkb:Q9GZX1|uniprotkb:Q9H2C9|uniprotkb:Q9H3C9|uniprotkb:Q9UMD7|uniprotkb:Q9UMD8|uniprotkb:Q9UMG5|uniprotkb:O00688|uniprotkb:O00732|uniprotkb:P06268|uniprotkb:Q14225|uniprotkb:Q92795|uniprotkb:Q68GS5	psi-mi:erbb2_human(display_long)|uniprotkb:Metastatic lymph node gene 19 protein(gene name synonym)|uniprotkb:p185erbB2(gene name synonym)|uniprotkb:MLN19(gene name synonym)|uniprotkb:Proto-oncogene c-ErbB-2(gene name synonym)|uniprotkb:Tyrosine kinase-type cell surface receptor HER2(gene name synonym)|uniprotkb:Proto-oncogene Neu(gene name synonym)|uniprotkb:ERBB2(gene name)|psi-mi:ERBB2(display_short)|uniprotkb:HER2(gene name synonym)|uniprotkb:NEU(gene name synonym)|uniprotkb:NGL(gene name synonym)	psi-mi:egfr_human(display_long)|uniprotkb:Proto-oncogene c-ErbB-1(gene name synonym)|uniprotkb:ERBB(gene name synonym)|uniprotkb:HER1(gene name synonym)|uniprotkb:ERBB1(gene name synonym)|uniprotkb:EGFR(gene name)|psi-mi:EGFR(display_short)|uniprotkb:Receptor tyrosine-protein kinase erbB-1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Fernandes et al. (1999)	pubmed:10572067	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-875446	intact-miscore:0.95
uniprotkb:P00533	uniprotkb:P21860	intact:EBI-297353|dip:DIP-405N|uniprotkb:Q9BZS2|uniprotkb:Q9GZX1|uniprotkb:Q9H2C9|uniprotkb:Q9H3C9|uniprotkb:Q9UMD7|uniprotkb:Q9UMD8|uniprotkb:Q9UMG5|uniprotkb:O00688|uniprotkb:O00732|uniprotkb:P06268|uniprotkb:Q14225|uniprotkb:Q92795|uniprotkb:Q68GS5	intact:EBI-720706|uniprotkb:A8K6L6|uniprotkb:B4DIK7|uniprotkb:B4DV32|uniprotkb:E9PDT8|uniprotkb:Q9BUD7	psi-mi:egfr_human(display_long)|uniprotkb:Proto-oncogene c-ErbB-1(gene name synonym)|uniprotkb:ERBB(gene name synonym)|uniprotkb:HER1(gene name synonym)|uniprotkb:ERBB1(gene name synonym)|uniprotkb:EGFR(gene name)|psi-mi:EGFR(display_short)|uniprotkb:Receptor tyrosine-protein kinase erbB-1(gene name synonym)	psi-mi:erbb3_human(display_long)|uniprotkb:Proto-oncogene-like protein c-ErbB-3(gene name synonym)|uniprotkb:Tyrosine kinase-type cell surface receptor HER3(gene name synonym)|uniprotkb:ERBB3(gene name)|psi-mi:ERBB3(display_short)|uniprotkb:HER3(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Fernandes et al. (1999)	pubmed:10572067	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-875451	intact-miscore:0.91
uniprotkb:Q15303	uniprotkb:P00533	intact:EBI-80371|dip:DIP-29650N|uniprotkb:Q2M1W1|uniprotkb:Q59EW4|uniprotkb:B7ZLE3|uniprotkb:B7ZLD7|uniprotkb:B7ZLE2	intact:EBI-297353|dip:DIP-405N|uniprotkb:Q9BZS2|uniprotkb:Q9GZX1|uniprotkb:Q9H2C9|uniprotkb:Q9H3C9|uniprotkb:Q9UMD7|uniprotkb:Q9UMD8|uniprotkb:Q9UMG5|uniprotkb:O00688|uniprotkb:O00732|uniprotkb:P06268|uniprotkb:Q14225|uniprotkb:Q92795|uniprotkb:Q68GS5	psi-mi:erbb4_human(display_long)|uniprotkb:p180erbB4(gene name synonym)|uniprotkb:Proto-oncogene-like protein c-ErbB-4(gene name synonym)|uniprotkb:Tyrosine kinase-type cell surface receptor HER4(gene name synonym)|uniprotkb:ERBB4(gene name)|psi-mi:ERBB4(display_short)|uniprotkb:HER4(gene name synonym)	psi-mi:egfr_human(display_long)|uniprotkb:Proto-oncogene c-ErbB-1(gene name synonym)|uniprotkb:ERBB(gene name synonym)|uniprotkb:HER1(gene name synonym)|uniprotkb:ERBB1(gene name synonym)|uniprotkb:EGFR(gene name)|psi-mi:EGFR(display_short)|uniprotkb:Receptor tyrosine-protein kinase erbB-1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Fernandes et al. (1999)	pubmed:10572067	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-875456	intact-miscore:0.40
uniprotkb:P04626	uniprotkb:P21860	intact:EBI-641062|uniprotkb:Q14256|uniprotkb:Q6LDV1|uniprotkb:Q9UMK4|uniprotkb:B2RZG3|uniprotkb:X5D2V5|uniprotkb:B4DHN3	intact:EBI-720706|uniprotkb:A8K6L6|uniprotkb:B4DIK7|uniprotkb:B4DV32|uniprotkb:E9PDT8|uniprotkb:Q9BUD7	psi-mi:erbb2_human(display_long)|uniprotkb:Metastatic lymph node gene 19 protein(gene name synonym)|uniprotkb:p185erbB2(gene name synonym)|uniprotkb:MLN19(gene name synonym)|uniprotkb:Proto-oncogene c-ErbB-2(gene name synonym)|uniprotkb:Tyrosine kinase-type cell surface receptor HER2(gene name synonym)|uniprotkb:Proto-oncogene Neu(gene name synonym)|uniprotkb:ERBB2(gene name)|psi-mi:ERBB2(display_short)|uniprotkb:HER2(gene name synonym)|uniprotkb:NEU(gene name synonym)|uniprotkb:NGL(gene name synonym)	psi-mi:erbb3_human(display_long)|uniprotkb:Proto-oncogene-like protein c-ErbB-3(gene name synonym)|uniprotkb:Tyrosine kinase-type cell surface receptor HER3(gene name synonym)|uniprotkb:ERBB3(gene name)|psi-mi:ERBB3(display_short)|uniprotkb:HER3(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Fernandes et al. (1999)	pubmed:10572067	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-875459	intact-miscore:0.97
uniprotkb:Q15303	uniprotkb:P21860	intact:EBI-80371|dip:DIP-29650N|uniprotkb:Q2M1W1|uniprotkb:Q59EW4|uniprotkb:B7ZLE3|uniprotkb:B7ZLD7|uniprotkb:B7ZLE2	intact:EBI-720706|uniprotkb:A8K6L6|uniprotkb:B4DIK7|uniprotkb:B4DV32|uniprotkb:E9PDT8|uniprotkb:Q9BUD7	psi-mi:erbb4_human(display_long)|uniprotkb:p180erbB4(gene name synonym)|uniprotkb:Proto-oncogene-like protein c-ErbB-4(gene name synonym)|uniprotkb:Tyrosine kinase-type cell surface receptor HER4(gene name synonym)|uniprotkb:ERBB4(gene name)|psi-mi:ERBB4(display_short)|uniprotkb:HER4(gene name synonym)	psi-mi:erbb3_human(display_long)|uniprotkb:Proto-oncogene-like protein c-ErbB-3(gene name synonym)|uniprotkb:Tyrosine kinase-type cell surface receptor HER3(gene name synonym)|uniprotkb:ERBB3(gene name)|psi-mi:ERBB3(display_short)|uniprotkb:HER3(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Fernandes et al. (1999)	pubmed:10572067	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-875462	intact-miscore:0.59
uniprotkb:Q15303	uniprotkb:P04626	intact:EBI-80371|dip:DIP-29650N|uniprotkb:Q2M1W1|uniprotkb:Q59EW4|uniprotkb:B7ZLE3|uniprotkb:B7ZLD7|uniprotkb:B7ZLE2	intact:EBI-641062|uniprotkb:Q14256|uniprotkb:Q6LDV1|uniprotkb:Q9UMK4|uniprotkb:B2RZG3|uniprotkb:X5D2V5|uniprotkb:B4DHN3	psi-mi:erbb4_human(display_long)|uniprotkb:p180erbB4(gene name synonym)|uniprotkb:Proto-oncogene-like protein c-ErbB-4(gene name synonym)|uniprotkb:Tyrosine kinase-type cell surface receptor HER4(gene name synonym)|uniprotkb:ERBB4(gene name)|psi-mi:ERBB4(display_short)|uniprotkb:HER4(gene name synonym)	psi-mi:erbb2_human(display_long)|uniprotkb:Metastatic lymph node gene 19 protein(gene name synonym)|uniprotkb:p185erbB2(gene name synonym)|uniprotkb:MLN19(gene name synonym)|uniprotkb:Proto-oncogene c-ErbB-2(gene name synonym)|uniprotkb:Tyrosine kinase-type cell surface receptor HER2(gene name synonym)|uniprotkb:Proto-oncogene Neu(gene name synonym)|uniprotkb:ERBB2(gene name)|psi-mi:ERBB2(display_short)|uniprotkb:HER2(gene name synonym)|uniprotkb:NEU(gene name synonym)|uniprotkb:NGL(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Fernandes et al. (1999)	pubmed:10572067	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-875465	intact-miscore:0.76
uniprotkb:P27986	uniprotkb:P21860	intact:EBI-79464|dip:DIP-119N|uniprotkb:Q15747|uniprotkb:Q4VBZ7|uniprotkb:Q53EM6|uniprotkb:Q8IXA2|uniprotkb:Q8N1C5|uniprotkb:B3KT19|uniprotkb:E7EX19|uniprotkb:D3DWA0	intact:EBI-720706|uniprotkb:A8K6L6|uniprotkb:B4DIK7|uniprotkb:B4DV32|uniprotkb:E9PDT8|uniprotkb:Q9BUD7	psi-mi:p85a_human(display_long)|uniprotkb:Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha(gene name synonym)|uniprotkb:PIK3R1(gene name)|psi-mi:PIK3R1(display_short)|uniprotkb:GRB1(gene name synonym)	psi-mi:erbb3_human(display_long)|uniprotkb:Proto-oncogene-like protein c-ErbB-3(gene name synonym)|uniprotkb:Tyrosine kinase-type cell surface receptor HER3(gene name synonym)|uniprotkb:ERBB3(gene name)|psi-mi:ERBB3(display_short)|uniprotkb:HER3(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Fernandes et al. (1999)	pubmed:10572067	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-875568	intact-miscore:0.92
